experiment_id,strategy_family,config_hash,objective_score,sharpe,calmar,total_return,max_drawdown,trades_per_year,exposure,status,viable,baseline_name,comparison_status,delta_sharpe,delta_calmar,delta_return,beats_baseline_objective,beats_baseline_guardrails,runtime_seconds,error_message
momentum_623f272841995f64_20260403155625,momentum,623f272841995f64,0.24694999999999995,0.133,1.277,0.49,-29.37,54.2,,success,False,momentum_champion_s10005,exact_verified_current_engine,-0.573,-0.864,-12.25,False,False,6.368455,
momentum_invalid_20260403155631,momentum,3e428709df006c40,,,,,,,,invalid,False,,,,,,,,0.001485,"STOP_PARABOLIC must be one of [0.25, 0.3, 0.35, 0.4]."
